hh,vre_id,cf
1151,1,0.0
1152,1,0.0
1153,1,0.0
1154,1,0.0
1155,1,0.0
1156,1,0.0
1157,1,0.0
1158,1,0.0
1159,1,0.0
1160,1,0.0
1161,1,0.0
1162,1,0.0
1163,1,0.0
1164,1,0.0
1165,1,0.0
1166,1,0.0
1167,1,0.0
1168,1,0.0
1169,1,0.025
1170,1,0.025
1171,1,0.088
1172,1,0.088
1173,1,0.153
1174,1,0.153
1175,1,0.176
1176,1,0.176
1177,1,0.156
1178,1,0.156
1179,1,0.111
1180,1,0.111
1181,1,0.052
1182,1,0.052
1183,1,0.011
1184,1,0.011
1185,1,0.0
1186,1,0.0
1187,1,0.0
1188,1,0.0
1189,1,0.0
1190,1,0.0
1191,1,0.0
1192,1,0.0
1193,1,0.0
1194,1,0.0
1195,1,0.0
1196,1,0.0
1197,1,0.0
1198,1,0.0
1199,1,0.0
1200,1,0.0
1201,1,0.0
1202,1,0.0
1203,1,0.0
1204,1,0.0
1205,1,0.0
1206,1,0.0
1207,1,0.0
1208,1,0.0
1209,1,0.0
1210,1,0.0
1211,1,0.0
1212,1,0.0
1213,1,0.0
1214,1,0.0
1215,1,0.0
1216,1,0.0
1217,1,0.021
1218,1,0.021
1219,1,0.09
1220,1,0.09
1221,1,0.158
1222,1,0.158
1223,1,0.194
1224,1,0.194
1225,1,0.157
1226,1,0.157
1227,1,0.105
1228,1,0.105
1229,1,0.066
1230,1,0.066
1231,1,0.022
1232,1,0.022
1233,1,0.0
1234,1,0.0
1235,1,0.0
1236,1,0.0
1237,1,0.0
1238,1,0.0
1239,1,0.0
1240,1,0.0
1241,1,0.0
1242,1,0.0
1243,1,0.0
1244,1,0.0
1245,1,0.0
1246,1,0.0
1247,1,0.0
1248,1,0.0
1249,1,0.0
1250,1,0.0
1251,1,0.0
1252,1,0.0
1253,1,0.0
1254,1,0.0
1255,1,0.0
1256,1,0.0
1257,1,0.0
1258,1,0.0
1259,1,0.0
1260,1,0.0
1261,1,0.0
1262,1,0.0
1263,1,0.0
1264,1,0.0
1265,1,0.014
1266,1,0.014
1267,1,0.068
1268,1,0.068
1269,1,0.129
1270,1,0.129
1271,1,0.181
1272,1,0.181
1273,1,0.185
1274,1,0.185
1275,1,0.144
1276,1,0.144
1277,1,0.069
1278,1,0.069
1279,1,0.017
1280,1,0.017
1281,1,0.0
1282,1,0.0
1283,1,0.0
1284,1,0.0
1285,1,0.0
1286,1,0.0
1287,1,0.0
1288,1,0.0
1289,1,0.0
1290,1,0.0
1291,1,0.0
1292,1,0.0
1293,1,0.0
1294,1,0.0
1295,1,0.0
1296,1,0.0
1297,1,0.0
1298,1,0.0
1299,1,0.0
1300,1,0.0
1301,1,0.0
1302,1,0.0
1303,1,0.0
1304,1,0.0
1305,1,0.0
1306,1,0.0
1307,1,0.0
1308,1,0.0
1309,1,0.0
1310,1,0.0
1311,1,0.0
1312,1,0.0
1313,1,0.002
1314,1,0.002
1315,1,0.031
1316,1,0.031
1317,1,0.065
1318,1,0.065
1319,1,0.117
1320,1,0.117
1321,1,0.145
1322,1,0.145
1323,1,0.144
1324,1,0.144
1325,1,0.101
1326,1,0.101
1327,1,0.032
1328,1,0.032
1329,1,0.0
1330,1,0.0
1331,1,0.0
1332,1,0.0
1333,1,0.0
1334,1,0.0
1335,1,0.0
1336,1,0.0
1337,1,0.0
1338,1,0.0
1339,1,0.0
1340,1,0.0
1341,1,0.0
1342,1,0.0
1343,1,0.0
1344,1,0.0
1345,1,0.0
1346,1,0.0
1347,1,0.0
1348,1,0.0
1349,1,0.0
1350,1,0.0
1351,1,0.0
1352,1,0.0
1353,1,0.0
1354,1,0.0
1355,1,0.0
1356,1,0.0
1357,1,0.0
1358,1,0.0
1359,1,0.0
1360,1,0.0
1361,1,0.01
1362,1,0.01
1363,1,0.044
1364,1,0.044
1365,1,0.08
1366,1,0.08
1367,1,0.102
1368,1,0.102
1369,1,0.106
1370,1,0.106
1371,1,0.092
1372,1,0.092
1373,1,0.06
1374,1,0.06
1375,1,0.02
1376,1,0.02
1377,1,0.0
1378,1,0.0
1379,1,0.0
1380,1,0.0
1381,1,0.0
1382,1,0.0
1383,1,0.0
1384,1,0.0
1385,1,0.0
1386,1,0.0
1387,1,0.0
1388,1,0.0
1389,1,0.0
1390,1,0.0
1391,1,0.0
1392,1,0.0
1393,1,0.0
1394,1,0.0
1395,1,0.0
1396,1,0.0
1397,1,0.0
1398,1,0.0
1399,1,0.0
1400,1,0.0
1401,1,0.0
1402,1,0.0
1403,1,0.0
1404,1,0.0
1405,1,0.0
1406,1,0.0
1407,1,0.0
1408,1,0.0
1409,1,0.018
1410,1,0.018
1411,1,0.078
1412,1,0.078
1413,1,0.149
1414,1,0.149
1415,1,0.184
1416,1,0.184
1417,1,0.184
1418,1,0.184
1419,1,0.149
1420,1,0.149
1421,1,0.093
1422,1,0.093
1423,1,0.032
1424,1,0.032
1425,1,0.001
1426,1,0.001
1427,1,0.0
1428,1,0.0
1429,1,0.0
1430,1,0.0
1431,1,0.0
1432,1,0.0
1433,1,0.0
1434,1,0.0
1435,1,0.0
1436,1,0.0
1437,1,0.0
1438,1,0.0
1439,1,0.0
1440,1,0.0
1441,1,0.0
1442,1,0.0
1443,1,0.0
1444,1,0.0
1445,1,0.0
1446,1,0.0
1447,1,0.0
1448,1,0.0
1449,1,0.0
1450,1,0.0
1451,1,0.0
1452,1,0.0
1453,1,0.0
1454,1,0.0
1455,1,0.0
1456,1,0.0
1457,1,0.01
1458,1,0.01
1459,1,0.057
1460,1,0.057
1461,1,0.118
1462,1,0.118
1463,1,0.163
1464,1,0.163
1465,1,0.175
1466,1,0.175
1467,1,0.148
1468,1,0.148
1469,1,0.095
1470,1,0.095
1471,1,0.035
1472,1,0.035
1473,1,0.001
1474,1,0.001
1475,1,0.0
1476,1,0.0
1477,1,0.0
1478,1,0.0
1479,1,0.0
1480,1,0.0
1481,1,0.0
1482,1,0.0
1483,1,0.0
1484,1,0.0
1485,1,0.0
1486,1,0.0
1487,1,0.0
1488,1,0.0
1489,1,0.0
1490,1,0.0
1491,1,0.0
1492,1,0.0
1493,1,0.0
1494,1,0.0
1495,1,0.0
1496,1,0.0
1497,1,0.0
1498,1,0.0
1499,1,0.0
1500,1,0.0
1501,1,0.0
1502,1,0.0
1503,1,0.0
1504,1,0.0
1505,1,0.035
1506,1,0.035
1507,1,0.126
1508,1,0.126
1509,1,0.21
1510,1,0.21
1511,1,0.257
1512,1,0.257
1513,1,0.264
1514,1,0.264
1515,1,0.229
1516,1,0.229
1517,1,0.161
1518,1,0.161
1519,1,0.068
1520,1,0.068
1521,1,0.004
1522,1,0.004
1523,1,0.0
1524,1,0.0
1525,1,0.0
1526,1,0.0
1527,1,0.0
1528,1,0.0
1529,1,0.0
1530,1,0.0
1531,1,0.0
1532,1,0.0
1533,1,0.0
1534,1,0.0
1535,1,0.0
1536,1,0.0
1537,1,0.0
1538,1,0.0
1539,1,0.0
1540,1,0.0
1541,1,0.0
1542,1,0.0
1543,1,0.0
1544,1,0.0
1545,1,0.0
1546,1,0.0
1547,1,0.0
1548,1,0.0
1549,1,0.0
1550,1,0.0
1551,1,0.0
1552,1,0.0
1553,1,0.026
1554,1,0.026
1555,1,0.072
1556,1,0.072
1557,1,0.115
1558,1,0.115
1559,1,0.143
1560,1,0.143
1561,1,0.145
1562,1,0.145
1563,1,0.121
1564,1,0.121
1565,1,0.077
1566,1,0.077
1567,1,0.028
1568,1,0.028
1569,1,0.001
1570,1,0.001
1571,1,0.0
1572,1,0.0
1573,1,0.0
1574,1,0.0
1575,1,0.0
1576,1,0.0
1577,1,0.0
1578,1,0.0
1579,1,0.0
1580,1,0.0
1581,1,0.0
1582,1,0.0
1583,1,0.0
1584,1,0.0
1585,1,0.0
1586,1,0.0
1587,1,0.0
1588,1,0.0
1589,1,0.0
1590,1,0.0
1591,1,0.0
1592,1,0.0
1593,1,0.0
1594,1,0.0
1595,1,0.0
1596,1,0.0
1597,1,0.0
1598,1,0.0
1599,1,0.0
1600,1,0.0
1601,1,0.035
1602,1,0.035
1603,1,0.119
1604,1,0.119
1605,1,0.213
1606,1,0.213
1607,1,0.273
1608,1,0.273
1609,1,0.284
1610,1,0.284
1611,1,0.251
1612,1,0.251
1613,1,0.169
1614,1,0.169
1615,1,0.077
1616,1,0.077
1617,1,0.006
1618,1,0.006
1619,1,0.0
1620,1,0.0
1621,1,0.0
1622,1,0.0
1623,1,0.0
1624,1,0.0
1625,1,0.0
1626,1,0.0
1627,1,0.0
1628,1,0.0
1629,1,0.0
1630,1,0.0
1631,1,0.0
1632,1,0.0
1633,1,0.0
1634,1,0.0
1635,1,0.0
1636,1,0.0
1637,1,0.0
1638,1,0.0
1639,1,0.0
1640,1,0.0
1641,1,0.0
1642,1,0.0
1643,1,0.0
1644,1,0.0
1645,1,0.0
1646,1,0.0
1647,1,0.0
1648,1,0.0
1649,1,0.05
1650,1,0.05
1651,1,0.154
1652,1,0.154
1653,1,0.252
1654,1,0.252
1655,1,0.315
1656,1,0.315
1657,1,0.318
1658,1,0.318
1659,1,0.263
1660,1,0.263
1661,1,0.171
1662,1,0.171
