hh,load
41190,22173
41191,22173
41192,22230
41193,22592
41194,23475
41195,25821
41196,28068
41197,31435
41198,33200
41199,33872
41200,33580
41201,33657
41202,33432
41203,33049
41204,32723
41205,32799
41206,32556
41207,32532
41208,32242
41209,31932
41210,31601
41211,31559
41212,31262
41213,31231
41214,31842
41215,32989
41216,33711
41217,34331
41218,34712
41219,35111
41220,35449
41221,35449
41222,35208
41223,34887
41224,34883
41225,34963
41226,33700
41227,32037
41228,29899
41229,27675
41230,26553
41231,25322
41232,25074
41233,25558
41234,25974
41235,25839
41236,25605
41237,25309
41238,25150
41239,25060
41240,25202
41241,25473
41242,26367
41243,28288
41244,30585
41245,33913
41246,35445
41247,35944
41248,35606
41249,35875
41250,35700
41251,35269
41252,35125
41253,34702
41254,34407
41255,34542
41256,34060
41257,33415
41258,32803
41259,32424
41260,31923
41261,31691
41262,32068
41263,32773
41264,33780
41265,34635
41266,35069
41267,35263
41268,35471
41269,35501
41270,35525
41271,35322
41272,35164
41273,35263
41274,34287
41275,32794
41276,30560
41277,29036
41278,27973
41279,26638
41280,25922
41281,25833
41282,26184
41283,25989
41284,25656
41285,25445
41286,25342
41287,25335
41288,25459
41289,25617
41290,26431
41291,28121
41292,30544
41293,33264
41294,34342
41295,34431
41296,33606
41297,33274
41298,32607
41299,31662
41300,30741
41301,30365
41302,30120
41303,30043
41304,29565
41305,29085
41306,28814
41307,28661
41308,28540
41309,28649
41310,29439
41311,30459
41312,31589
41313,32753
41314,33470
41315,33866
41316,34270
41317,34359
41318,34459
41319,34423
41320,34268
41321,34599
41322,33857
41323,32116
41324,30012
41325,27783
41326,26804
41327,26146
41328,25386
41329,25259
41330,25494
41331,25304
41332,24891
41333,24633
41334,24469
41335,24414
41336,24430
41337,24586
41338,25410
41339,27267
41340,29256
41341,32121
41342,33384
41343,33879
41344,33390
41345,33074
41346,32566
41347,31985
41348,31661
41349,31492
41350,31273
41351,31135
41352,30964
41353,30850
41354,30621
41355,30393
41356,30285
41357,30491
41358,31262
41359,32318
41360,33097
41361,33625
41362,33964
41363,34001
41364,34133
41365,33961
41366,33811
41367,33804
41368,33791
41369,33863
41370,32876
41371,31084
41372,29101
41373,27261
41374,25972
41375,25114
41376,24645
41377,25139
41378,25417
41379,25223
41380,24856
41381,24551
41382,24394
41383,24267
41384,24305
41385,24335
41386,24795
41387,26340
41388,29006
41389,32275
41390,34179
41391,34905
41392,34695
41393,35178
41394,35023
41395,35041
41396,34758
41397,34784
41398,34655
41399,34519
41400,34195
41401,33815
41402,33234
41403,32928
41404,32457
41405,32158
41406,32412
41407,32894
41408,33124
41409,33809
41410,33967
41411,33998
41412,34393
41413,34084
41414,33776
41415,33243
41416,33013
41417,33160
41418,32259
41419,30931
41420,29005
41421,26980
41422,25366
41423,24201
41424,23441
41425,23085
41426,23017
41427,22951
41428,22513
41429,22257
41430,22191
41431,21954
41432,22088
41433,21798
41434,21770
41435,22451
41436,22847
41437,23781
41438,24962
41439,26556
41440,27392
41441,28025
41442,28151
41443,28184
41444,27922
41445,28014
41446,27678
41447,27194
41448,26587
41449,25854
41450,25091
41451,24685
41452,24323
41453,24184
41454,24262
41455,24844
41456,25737
41457,26916
41458,27923
41459,28579
41460,28914
41461,29104
41462,28990
41463,28866
41464,28627
41465,28973
41466,28617
41467,27493
41468,26162
41469,24804
41470,23430
41471,22890
41472,22472
41473,22263
41474,22344
41475,22085
41476,21650
41477,21195
41478,21075
41479,20922
41480,20860
41481,20659
41482,20531
41483,21046
41484,21513
41485,22024
41486,22411
41487,22869
41488,23356
41489,24072
41490,24418
41491,24506
41492,24419
41493,24347
41494,24320
41495,24046
41496,23826
41497,23326
41498,22812
41499,22513
41500,22483
41501,22964
41502,23430
41503,24250
41504,25311
41505,26011
41506,27543
41507,28135
41508,28749
41509,29387
41510,29470
41511,29555
41512,29616
41513,30258
41514,29934
41515,29147
41516,27251
41517,25213
41518,23597
41519,23038
41520,22628
41521,22674
41522,22845
41523,22414
41524,22013
41525,21879
41526,21625
41527,21478
41528,21570
41529,21591
41530,21929
41531,23835
41532,26300
41533,29862
41534,32002
41535,33552
41536,33475
41537,33938
41538,34172
41539,34134
41540,34275
41541,34187
41542,34085
41543,34163
41544,33890
41545,33537
41546,33403
41547,33457
41548,33260
41549,33026
41550,33602
41551,34337
41552,35087
41553,35528
41554,35567
41555,35618
41556,35233
41557,34723
41558,34289
41559,33824
41560,33409
41561,33177
41562,31734
41563,29772
41564,27638
41565,25777
41566,24317
41567,23856
41568,23647
41569,23119
41570,23269
41571,23014
41572,22697
41573,22471
41574,22225
41575,22108
41576,22162
41577,22335
41578,22931
41579,24352
41580,26964
41581,30404
41582,31933
41583,32574
41584,32414
41585,32633
41586,32507
41587,32315
41588,32225
41589,32204
41590,32153
41591,32074
41592,31843
41593,31716
41594,31615
41595,31732
41596,31687
41597,31947
41598,32753
41599,33719
41600,34799
41601,35135
41602,35365
41603,35142
41604,35086
41605,34958
41606,34504
41607,34365
41608,33989
41609,33934
41610,33027
41611,31603
41612,29758
41613,27891
41614,26710
41615,26202
41616,25684
41617,25398
41618,25527
41619,25362
41620,24998
41621,24795
41622,24629
41623,24635
41624,24656
41625,24966
41626,25553
41627,27013
41628,29483
41629,32990
41630,34907
41631,35889
41632,35680
41633,36191
41634,36275
41635,35908
41636,36040
41637,36308
41638,36358
41639,36322
41640,36044
41641,35877
41642,35721
41643,35521
41644,35352
41645,35264
41646,35764
41647,36595
41648,37235
41649,37395
41650,37485
41651,37318
41652,37143
41653,36628
41654,36111
41655,35535
41656,34874
41657,34504
41658,33472
41659,31871
41660,29815
41661,28032
41662,26645
41663,26069
41664,25570
41665,25301
41666,25431
41667,25141
41668,24796
41669,24611
41670,24442
41671,24431
41672,24429
41673,24797
41674,25367
41675,26907
41676,29097
41677,31981
41678,33191
41679,33381
41680,32639
41681,32398
41682,31976
41683,31779
41684,31681
41685,31661
41686,31643
41687,31685
41688,31704
41689,31559
41690,31383
41691,31373
41692,31560
41693,31945
41694,33045
41695,34089
41696,34970
41697,35602
41698,35933
41699,36028
41700,36001
41701,35767
41702,35470
41703,35100
41704,34866
41705,34475
41706,33325
41707,32120
41708,29960
41709,27802
41710,26332
41711,25755
41712,25264
41713,24885
41714,25049
41715,24844
41716,24504
41717,24167
41718,24020
41719,23997
41720,23995
41721,24210
41722,24247
41723,25977
41724,28582
41725,31798
41726,33736
41727,34507
41728,34172
41729,34467
41730,34411
41731,33990
41732,33961
41733,33937
41734,33733
41735,33560
41736,33032
41737,32515
41738,31958
41739,31660
41740,31390
41741,31086
41742,31281
41743,32011
41744,32751
41745,33421
41746,33699
41747,33926
41748,34020
41749,33778
41750,33545
41751,33181
41752,32771
41753,32916
41754,32288
41755,31091
41756,29451
41757,27641
41758,26078
41759,24707
41760,24052
41761,24065
41762,24204
41763,24269
41764,24120
41765,23782
41766,23556
41767,23326
41768,22952
41769,22684
41770,22770
41771,23417
41772,23892
41773,24705
41774,25606
41775,26695
41776,27285
41777,27771
41778,27839
41779,28016
41780,27914
41781,27807
41782,27545
41783,27357
41784,27111
41785,26749
41786,26311
41787,25688
41788,25384
41789,25289
41790,25346
41791,26102
41792,26990
41793,27903
41794,28587
41795,29071
41796,29333
41797,29501
41798,29008
41799,28602
41800,28380
41801,28559
41802,28650
41803,27887
41804,26839
41805,25218
41806,23675
41807,22565
41808,22046
41809,21922
41810,21885
41811,21782
41812,21510
41813,21624
41814,21494
41815,21459
41816,21135
41817,20782
41818,20790
41819,21196
41820,21512
41821,22320
41822,22571
41823,22811
41824,23443
41825,24231
41826,24585
41827,24816
41828,24911
41829,25059
41830,25294
41831,25339
41832,25110
41833,24644
41834,24208
41835,23952
41836,23750
41837,23809
41838,24090
41839,24814
41840,25728
41841,26796
41842,27553
41843,28131
41844,28612
41845,29010
41846,29237
41847,29310
41848,29212
41849,29509
41850,29331
41851,28438
41852,26666
41853,24872
41854,23466
41855,22629
41856,21933
41857,22319
41858,22372
41859,22241
41860,22006
41861,22041
41862,22025
41863,21898
41864,21945
41865,22274
41866,22739
41867,24631
41868,27119
41869,30079
41870,31560
41871,32181
41872,31876
41873,31973
41874,31544
41875,31178
41876,30833
41877,30601
41878,30219
41879,29971
41880,29550
41881,29163
41882,28798
41883,28740
41884,28555
41885,28737
41886,29542
41887,30525
41888,31527
41889,32432
41890,32795
41891,33020
41892,33342
41893,33215
41894,33046
41895,32588
41896,32149
41897,32143
41898,31789
41899,30332
41900,28109
41901,26315
41902,24890
41903,24233
41904,23822
41905,23989
41906,24030
41907,23757
41908,23459
41909,23171
41910,23204
41911,23424
41912,23298
41913,23515
41914,23830
41915,25565
41916,28131
41917,31075
41918,32504
41919,33378
41920,33250
41921,33362
41922,33250
41923,33132
41924,33068
41925,33068
41926,33100
41927,33339
41928,33008
41929,32543
41930,32156
41931,31684
41932,31339
41933,31220
41934,31541
41935,32179
41936,33167
41937,33654
41938,33975
41939,34027
41940,34193
41941,34174
41942,34133
41943,33607
41944,33024
41945,33025
41946,32508
41947,30837
41948,28826
41949,26749
41950,25258
41951,24844
41952,24618
41953,24282
41954,24091
41955,23780
41956,23334
41957,23195
41958,23100
41959,23187
41960,22964
41961,23378
41962,23988
41963,25595
41964,27963
41965,30975
41966,32380
41967,32938
41968,32530
41969,32487
41970,32151
41971,31479
41972,31199
41973,31154
41974,31058
41975,31029
41976,30848
41977,30548
41978,30309
41979,30329
41980,30357
41981,30340
41982,30999
41983,31300
41984,32377
41985,33054
41986,33423
41987,33764
41988,34029
41989,34092
41990,33941
41991,33482
41992,33067
41993,32861
41994,32717
41995,31790
41996,29817
41997,27680
41998,25865
41999,24531
42000,24031
42001,24212
42002,24171
42003,24105
42004,23923
42005,23815
42006,23664
42007,23647
42008,23421
42009,23673
42010,24027
42011,25413
42012,27769
42013,30444
42014,31569
42015,32104
42016,31770
42017,31677
42018,31133
42019,30527
42020,30248
42021,30187
42022,30205
42023,30140
42024,30007
42025,29883
42026,29692
42027,29634
42028,29593
42029,29583
42030,30112
42031,30728
42032,31588
42033,32198
42034,32492
42035,32646
42036,33068
42037,33148
42038,33178
42039,32623
42040,32316
42041,32336
42042,32344
42043,31377
42044,29547
42045,27403
42046,25636
42047,24614
42048,23856
42049,23557
42050,23547
42051,23739
42052,23577
42053,23307
42054,23208
42055,23066
42056,22686
42057,22778
42058,23128
42059,24556
42060,26938
42061,29374
42062,30595
42063,31169
42064,30714
42065,30548
42066,29979
42067,29305
42068,28756
42069,28432
42070,28151
42071,27885
42072,27414
42073,27065
42074,26636
42075,26479
42076,26377
42077,26297
42078,26749
42079,27365
42080,28232
42081,28964
42082,29757
42083,29849
42084,30188
42085,30201
42086,30264
42087,30091
42088,29696
42089,29857
42090,30194
42091,29554
42092,28120
42093,26309
42094,24727
42095,23408
42096,22901
42097,22657
42098,22406
42099,22116
42100,21898
42101,21757
42102,21469
42103,21433
42104,20893
42105,20866
42106,21012
42107,21577
42108,22453
42109,23176
42110,24411
42111,25889
42112,26792
42113,27566
42114,27925
42115,27939
42116,27555
42117,26946
42118,26538
42119,26209
42120,25692
42121,25370
42122,24760
42123,24026
42124,23658
42125,23441
42126,23625
42127,24194
42128,25126
42129,26022
42130,26487
42131,26824
42132,27246
42133,27301
42134,27381
42135,27327
42136,27088
42137,26970
42138,26787
42139,26289
42140,25187
42141,23833
42142,22540
42143,22019
42144,21414
42145,21253
42146,20964
42147,20800
42148,20564
42149,20281
42150,20286
42151,20197
42152,19771
42153,19367
42154,19323
42155,20039
42156,20223
42157,20735
42158,20540
42159,20944
42160,21665
42161,22602
42162,23305
42163,23576
42164,23656
42165,23829
42166,23829
42167,24278
42168,24278
42169,24153
42170,23771
42171,24000
42172,23974
42173,24303
42174,25054
42175,25922
42176,26742
42177,27592
42178,28250
42179,28693
42180,28736
42181,28749
42182,28611
42183,28464
42184,28074
42185,28224
42186,28095
42187,27500
42188,26376
42189,25243
42190,23908
42191,22682
42192,22017
42193,21837
42194,21729
42195,21750
42196,21579
42197,21418
42198,21507
42199,21343
42200,21026
42201,20939
42202,21387
42203,22080
42204,22543
42205,23458
42206,24524
42207,25366
42208,26451
42209,27635
42210,28222
42211,28552
42212,28905
42213,29198
42214,29339
42215,29735
42216,29881
42217,29809
42218,29773
42219,29875
42220,29736
42221,30113
42222,30398
42223,30622
42224,31228
42225,32059
42226,32269
42227,32206
42228,32066
42229,31837
42230,31639
42231,31085
42232,30713
42233,30660
42234,30172
42235,29286
42236,27558
42237,25605
42238,23951
42239,23165
42240,22465
42241,22529
42242,22747
42243,22695
42244,22405
42245,22215
42246,22221
42247,22046
42248,21869
42249,21663
42250,22250
42251,23481
42252,25600
42253,28010
42254,29821
42255,31389
42256,31872
42257,32211
42258,32091
42259,31768
42260,31644
42261,31327
42262,31416
42263,31358
42264,30943
42265,30681
42266,30382
42267,30246
42268,29977
42269,30099
42270,30260
42271,30356
42272,30643
42273,31088
42274,31317
42275,31555
42276,31893
42277,31958
42278,31795
42279,31517
42280,31252
42281,31048
42282,30705
42283,30036
42284,28329
42285,26456
42286,24922
42287,24044
42288,23735
42289,23614
42290,23500
42291,23161
42292,23036
42293,22920
42294,22898
42295,22791
42296,22371
42297,22596
42298,23027
42299,24226
42300,26282
42301,28598
42302,30299
42303,31294
42304,32116
42305,32340
42306,31992
42307,31301
42308,31032
42309,30895
42310,30791
42311,30798
42312,30575
42313,30611
42314,30540
42315,30365
42316,30141
42317,29961
42318,30065
42319,30480
42320,31150
42321,31808
42322,32427
42323,32817
42324,33082
42325,33150
42326,33023
42327,32568
42328,32156
42329,31940
42330,31778
42331,30603
42332,28859
42333,26855
42334,25148
42335,24385
42336,23709
42337,23463
42338,23263
42339,22912
42340,22474
42341,22362
42342,22526
42343,22410
42344,22146
42345,22312
42346,22687
42347,23967
42348,25448
42349,27462
42350,28826
42351,29816
42352,30148
42353,30135
42354,29472
42355,28997
42356,28774
42357,28568
42358,28467
42359,28472
42360,28382
42361,28332
42362,28035
42363,27972
42364,28070
42365,28253
42366,28738
42367,29236
42368,30287
42369,31028
42370,31712
42371,32083
42372,32500
42373,32519
42374,32402
42375,31890
42376,31561
42377,31392
42378,31484
42379,30678
42380,28929
42381,26765
42382,25077
42383,24303
42384,23832
42385,23608
42386,23597
42387,23145
42388,22840
42389,22510
42390,22691
42391,22475
42392,22428
42393,22425
42394,22506
42395,23935
42396,25835
42397,28235
42398,29876
42399,31323
42400,32000
42401,32399
42402,32402
42403,32377
42404,32265
42405,32423
42406,32438
42407,32639
42408,32457
42409,32482
42410,32288
42411,32039
42412,31959
42413,31950
42414,31876
42415,31948
42416,32557
42417,33007
42418,33242
42419,33332
42420,33219
42421,32793
42422,32322
42423,31836
42424,31252
42425,30790
42426,30640
42427,30140
42428,28859
42429,27118
42430,25704
42431,24518
42432,23919
42433,24088
42434,23820
42435,23730
42436,23363
42437,22867
42438,22644
42439,22519
42440,21859
42441,21581
42442,21231
42443,21232
42444,22050
42445,23207
42446,24089
42447,25223
42448,25679
42449,26051
42450,25944
42451,25756
42452,25369
42453,24853
42454,24541
42455,24285
42456,24014
42457,23526
42458,23178
42459,22808
42460,22729
42461,22655
42462,22877
42463,23412
42464,24284
42465,25345
42466,26067
42467,26594
42468,26932
42469,27177
42470,27353
42471,26969
42472,26815
42473,26985
42474,27290
42475,27244
42476,26436
42477,25178
42478,24042
42479,22813
42480,21860
42481,21397
42482,21106
42483,21170
42484,20773
42485,20850
42486,21048
42487,20514
42488,20049
42489,19906
42490,19929
42491,20516
42492,20529
42493,20134
42494,20310
42495,21130
42496,21877
42497,22727
42498,23222
42499,23914
42500,24318
42501,24749
42502,25074
42503,25178
42504,24876
42505,24538
42506,24172
42507,24165
42508,23967
42509,24057
42510,24345
42511,25228
42512,26262
42513,27282
42514,27870
42515,28281
42516,28695
42517,29028
42518,28967
42519,28827
42520,28612
42521,28554
42522,28360
42523,28047
42524,26861
42525,25004
42526,23145
42527,22195
42528,21562
42529,21182
42530,21031
42531,21260
42532,21251
42533,21141
42534,21262
42535,21031
42536,20822
42537,21450
42538,21801
42539,23208
42540,25302
42541,28159
42542,29611
42543,30567
42544,30775
42545,31332
42546,31788
42547,31847
42548,32019
42549,32112
42550,32004
42551,31926
42552,31668
42553,31283
42554,31013
42555,31149
42556,31428
42557,31628
42558,32274
42559,33286
42560,34360
42561,35122
42562,35388
42563,35192
42564,34949
42565,34347
42566,33709
42567,33025
42568,32317
42569,31858
42570,30916
42571,29227
42572,27286
42573,25340
42574,23669
42575,22299
42576,21691
42577,21750
42578,21856
42579,22016
42580,21906
42581,21857
42582,21714
42583,21713
42584,21605
42585,21952
42586,22484
42587,24312
42588,26245
42589,29403
42590,31331
42591,32388
42592,32420
42593,32908
42594,33038
42595,32662
42596,32297
42597,32125
42598,32155
42599,32120
42600,31777
42601,31393
42602,30994
42603,30507
42604,30061
42605,29552
42606,29886
42607,30537
42608,31245
42609,31934
42610,32032
42611,32043
42612,32070
42613,31926
42614,31607
42615,30962
42616,30230
42617,29784
42618,29168
42619,28142
42620,26226
42621,24024
42622,22288
42623,21789
42624,21571
42625,21463
42626,21300
42627,21012
42628,20686
42629,20895
42630,20827
42631,20713
42632,20490
42633,20617
42634,21288
42635,22374
42636,24527
42637,27147
42638,28538
42639,29272
42640,29174
42641,29205
42642,29013
42643,28687
42644,28466
42645,28392
42646,27934
42647,27740
42648,27548
42649,27262
42650,27048
42651,27146
42652,27203
42653,27456
42654,28418
42655,29700
42656,31210
42657,32573
42658,33291
42659,33618
42660,33794
42661,33577
42662,33479
42663,33294
42664,32731
42665,32344
42666,31611
42667,30436
42668,28658
42669,26643
42670,24628
42671,23888
42672,23597
42673,23159
42674,22986
42675,23168
42676,22862
42677,22730
42678,22627
42679,22577
42680,22342
42681,22678
42682,22857
42683,24400
42684,26809
42685,30026
42686,31673
42687,32486
42688,32854
42689,33433
42690,33529
42691,33282
42692,33076
42693,33052
42694,32848
42695,32846
42696,32481
42697,32142
42698,31503
42699,30947
42700,30501
42701,30250
42702,30771
42703,31270
42704,31930
42705,32145
42706,32220
42707,32029
42708,31970
42709,31740
42710,31581
42711,31260
42712,30957
42713,30868
42714,30378
42715,29774
42716,28273
42717,26407
42718,24832
42719,24103
42720,23466
42721,23392
42722,23404
42723,23044
42724,22689
42725,22278
42726,22137
42727,22069
42728,21706
42729,22104
42730,22396
42731,24158
42732,26397
42733,29024
42734,30372
42735,30952
42736,30792
42737,31016
42738,30984
42739,30741
42740,30638
42741,30406
42742,30098
42743,29937
42744,29530
42745,29112
42746,28486
42747,28300
42748,27783
42749,27766
42750,28007
42751,28677
42752,29597
42753,30325
42754,30725
42755,31025
42756,31109
42757,31052
42758,30908
42759,30591
42760,30223
42761,30141
42762,29729
42763,28982
42764,27709
42765,25983
42766,24461
42767,23128
42768,22199
42769,22116
42770,21968
42771,21743
42772,21199
42773,21224
42774,21207
42775,21237
42776,20767
42777,20777
42778,20558
42779,21273
42780,21437
42781,22273
42782,23574
42783,24914
42784,25598
42785,26125
42786,25982
42787,25862
42788,25516
42789,25349
42790,25274
42791,24937
42792,24717
42793,24416
42794,24108
42795,23792
42796,23582
42797,23676
42798,23805
42799,24534
42800,25553
42801,26435
42802,27025
42803,27347
42804,27079
42805,27300
42806,27016
42807,26709
42808,26251
42809,26129
42810,26225
42811,26027
42812,25130
42813,23655
42814,22380
42815,21304
42816,20746
42817,20624
42818,20752
42819,20845
42820,20677
42821,20359
42822,20209
42823,19823
42824,19092
42825,18799
42826,18768
42827,19348
42828,19633
42829,19529
42830,19472
42831,20250
42832,20924
42833,21775
42834,22190
42835,22555
42836,22536
42837,22512
42838,22502
42839,22761
42840,22640
42841,22495
42842,22072
42843,21834
42844,21456
42845,21591
42846,21667
42847,22259
42848,23123
42849,24080
42850,24831
42851,25398
42852,25686
42853,26161
42854,26117
42855,26214
42856,26031
42857,25931
42858,25576
42859,25450
42860,24055
42861,22213
42862,21267
42863,20466
42864,20052
42865,19917
42866,20130
42867,20016
42868,19628
42869,20068
42870,20020
42871,20239
42872,19999
42873,20015
42874,20724
42875,21826
42876,24340
42877,27120
42878,28907
42879,29568
42880,29293
42881,29795
42882,29756
42883,29733
42884,29913
42885,29962
42886,29909
42887,29983
42888,29849
42889,29417
42890,29012
42891,28739
42892,28450
42893,28548
42894,29300
42895,30373
42896,31482
42897,32116
42898,32308
42899,32291
42900,32272
42901,32249
42902,32165
42903,31826
42904,31437
42905,31255
42906,30762
42907,29946
42908,28289
42909,26179
42910,24517
42911,23799
42912,23258
42913,23552
42914,23751
42915,23340
42916,23091
42917,22904
42918,22746
42919,22619
42920,22414
42921,22501
42922,23079
42923,24693
42924,27192
42925,29972
42926,31386
42927,32214
42928,31944
42929,32121
42930,31745
42931,31297
42932,31134
42933,31115
42934,31123
42935,31340
42936,31117
42937,30929
42938,30769
42939,30736
42940,30637
42941,30725
42942,31270
42943,31967
42944,32819
42945,33240
42946,33525
42947,33501
42948,33681
42949,33633
42950,33414
42951,32882
42952,32474
42953,32258
42954,31744
42955,31135
42956,29281
42957,27169
42958,25507
42959,24512
42960,23678
42961,23815
42962,23865
42963,23876
42964,23552
42965,23255
42966,23194
42967,23002
42968,22744
42969,23207
42970,23623
42971,24622
42972,26869
42973,29605
42974,30898
42975,31401
42976,31011
42977,31077
42978,30633
42979,30042
42980,29895
42981,29795
42982,29807
42983,29816
42984,29663
42985,29415
42986,29186
42987,29234
42988,29216
42989,29290
42990,29928
42991,30680
42992,31690
42993,32201
42994,32350
42995,32493
42996,32774
42997,32751
42998,32560
42999,32229
43000,31803
43001,31350
43002,31030
43003,30299
43004,28779
43005,26751
43006,24946
43007,24155
43008,23515
43009,23258
43010,22990
43011,22905
43012,22503
43013,22397
43014,22341
43015,22096
43016,21828
43017,21901
43018,22532
43019,24185
43020,26354
43021,29023
43022,30359
43023,30788
43024,30418
43025,30590
43026,30372
43027,29802
43028,29436
43029,29211
43030,28694
43031,28253
43032,27712
43033,27022
43034,26566
43035,26432
43036,26215
43037,26315
43038,26820
43039,27631
43040,28640
43041,29383
43042,29704
43043,29922
43044,30262
43045,30275
43046,30442
43047,30358
43048,29979
43049,29746
43050,29157
43051,28869
43052,27398
43053,25444
43054,24173
43055,23245
43056,22549
43057,22431
43058,22253
43059,22143
43060,22045
43061,21710
43062,21640
43063,21503
43064,21165
43065,21303
43066,21799
43067,23327
43068,25472
43069,27890
43070,29055
43071,29943
43072,29827
43073,30240
43074,30178
43075,29951
43076,30030
43077,29999
43078,29736
43079,29553
43080,29268
43081,28756
43082,28311
43083,28058
43084,27847
43085,27806
43086,28278
43087,29128
43088,30006
43089,30677
43090,31179
43091,31181
43092,31046
43093,30914
43094,30818
43095,30429
43096,30037
43097,29795
43098,29610
43099,29145
43100,27965
43101,26258
43102,24742
43103,23419
43104,22375
43105,22199
43106,21998
43107,21903
43108,21649
43109,21330
43110,21389
43111,21184
43112,21003
43113,20950
43114,20584
43115,20754
43116,21618
43117,22822
43118,23697
43119,24825
43120,25389
43121,25811
43122,25763
43123,25547
43124,25194
43125,24789
43126,24406
43127,24287
43128,23954
43129,23328
43130,22904
43131,22648
43132,22583
43133,22632
43134,22830
43135,23450
43136,24427
43137,25575
43138,26519
43139,27188
43140,27524
43141,27841
43142,27962
43143,27861
43144,27643
43145,27595
43146,27615
43147,27962
43148,27241
43149,25883
43150,24549
43151,23278
43152,22516
43153,21881
43154,21508
43155,21688
43156,21559
43157,21262
43158,21188
43159,21262
43160,20731
43161,20645
43162,20667
43163,20960
43164,21243
43165,21140
43166,21189
43167,22177
43168,22848
43169,23569
43170,23871
43171,24105
43172,23969
43173,23914
43174,23834
43175,23745
43176,23945
43177,23959
43178,23748
43179,23677
43180,23606
43181,23699
43182,24191
43183,24730
43184,25265
43185,25794
43186,26678
43187,27443
43188,27997
43189,28643
43190,28851
43191,28961
43192,28908
43193,28881
43194,28725
43195,28901
43196,27992
43197,26344
43198,25190
43199,24550
43200,24396
43201,23828
43202,23728
43203,23733
43204,23423
43205,23238
43206,23153
43207,22976
43208,22628
43209,22491
43210,23521
43211,25521
43212,27003
43213,29712
43214,31315
43215,32242
43216,32399
43217,32645
43218,32351
43219,32122
43220,31988
43221,31947
43222,31969
43223,31776
43224,31544
43225,31510
43226,31510
43227,31444
43228,31377
43229,31515
43230,32036
43231,32741
43232,33505
43233,33953
43234,34229
43235,34162
43236,34203
43237,34023
43238,33775
43239,33444
43240,32891
43241,32685
43242,32296
43243,31962
43244,30569
43245,29396
43246,27816
43247,27006
43248,26437
43249,25671
43250,25360
43251,24920
43252,24723
43253,24554
43254,24472
43255,24139
43256,23827
43257,24216
43258,24901
43259,26252
43260,27767
43261,30445
43262,31788
43263,32640
43264,32866
43265,33205
43266,32992
43267,32464
43268,32180
43269,32016
43270,32055
43271,32070
43272,31828
43273,31727
43274,31636
43275,31555
43276,31622
43277,31436
43278,32007
43279,32472
43280,33237
43281,33528
43282,33626
43283,33727
43284,33790
43285,33662
43286,33258
43287,32992
43288,32462
43289,32153
43290,31703
43291,32193
43292,30700
43293,28527
43294,27005
43295,25473
43296,24565
43297,24094
43298,24235
43299,23902
43300,23582
43301,23725
43302,23520
43303,23349
43304,23153
43305,23222
43306,23787
43307,25328
43308,27633
43309,30192
43310,31442
43311,32534
43312,32570
43313,32820
43314,32607
43315,32663
43316,32892
43317,32788
43318,32568
43319,32573
43320,32602
43321,32555
43322,32366
43323,32290
43324,32490
43325,32726
43326,33421
43327,33677
43328,34581
43329,34983
43330,35161
43331,35311
43332,35203
43333,34947
43334,34563
43335,33933
43336,33320
43337,33414
43338,33065
43339,32914
43340,31393
43341,29073
43342,27317
43343,26364
43344,25884
43345,25291
43346,24984
43347,24694
43348,24134
43349,23767
43350,23525
43351,23398
43352,23065
43353,23395
43354,23665
43355,25069
43356,27364
43357,30063
43358,31942
43359,33286
43360,33667
43361,34300
43362,34402
43363,34178
43364,34300
43365,34353
43366,34514
43367,34270
43368,33877
43369,33509
43370,33055
43371,32645
43372,32402
43373,31923
43374,32406
43375,32842
43376,33313
43377,33666
43378,33411
43379,33134
43380,32995
43381,32537
43382,32273
43383,31898
43384,31511
43385,31168
43386,30809
43387,30177
43388,28608
43389,26650
43390,24912
43391,23963
43392,22996
43393,22804
43394,22540
43395,22051
43396,21807
43397,21649
43398,21689
43399,21384
43400,20894
43401,21072
43402,21548
43403,23206
43404,24467
43405,27037
43406,28735
43407,29871
43408,29921
43409,30109
43410,30268
43411,30142
43412,29932
43413,30045
43414,29820
43415,29868
43416,29735
43417,29872
43418,29745
43419,29646
43420,29358
43421,29330
43422,29936
43423,30462
43424,31079
43425,31255
43426,31217
43427,31138
43428,30974
43429,30563
43430,30309
43431,29687
43432,29262
43433,28825
43434,28475
43435,28062
43436,26843
43437,24942
43438,23669
43439,22424
43440,21529
43441,21412
43442,21160
43443,21209
43444,20906
43445,20662
43446,20559
43447,20388
43448,20116
43449,20375
43450,20592
43451,21167
43452,21494
43453,22149
43454,23192
43455,24545
43456,25461
43457,26239
43458,26463
43459,26551
43460,26524
43461,26529
43462,26233
43463,25813
43464,25439
43465,24745
43466,24016
43467,23702
43468,23402
43469,23461
43470,23711
43471,24015
43472,24749
43473,25688
43474,26267
43475,26493
43476,26535
43477,26499
43478,26349
43479,26188
43480,25813
43481,25713
43482,25804
43483,25683
43484,24900
43485,23694
43486,22442
43487,21376
43488,20611
43489,20185
43490,19962
43491,19820
43492,19480
43493,19398
43494,19271
43495,18878
43496,18569
43497,18497
43498,18640
43499,19063
43500,19304
43501,19531
43502,19775
43503,20995
43504,22082
43505,23212
43506,24065
43507,24398
43508,24679
43509,24763
43510,24581
43511,24553
43512,24539
43513,24445
43514,24226
43515,24179
43516,24111
43517,24142
43518,24500
43519,25096
43520,25840
43521,26517
