hh,load
10079,24741
10080,23986
10081,23863
10082,23698
10083,23455
10084,23076
10085,22911
10086,22846
10087,22880
10088,22920
10089,23129
10090,23560
10091,24730
10092,26524
10093,29013
10094,30743
10095,32238
10096,32937
10097,33553
10098,33615
10099,33635
10100,33749
10101,33922
10102,33796
10103,33569
10104,33223
10105,32986
10106,32658
10107,32482
10108,32291
10109,32186
10110,32293
10111,32674
10112,33292
10113,33737
10114,34109
10115,34235
10116,34028
10117,33830
10118,33586
10119,33022
10120,32809
10121,33083
10122,33033
10123,31838
10124,29778
10125,27579
10126,25731
10127,24374
10128,24007
10129,23991
10130,23849
10131,23501
10132,23119
10133,22881
10134,22878
10135,22895
10136,22955
10137,22947
10138,23252
10139,24558
10140,26468
10141,28852
10142,30348
10143,31672
10144,32312
10145,32613
10146,32340
10147,32103
10148,32008
10149,31890
10150,31962
10151,31981
10152,31672
10153,31125
10154,30668
10155,30298
10156,30013
10157,30031
10158,30074
10159,30327
10160,31008
10161,31759
10162,32246
10163,32294
10164,32330
10165,32078
10166,31827
10167,31308
10168,30948
10169,31331
10170,30983
10171,29797
10172,28015
10173,26353
10174,24725
10175,23797
10176,23251
10177,22935
10178,22737
10179,22379
10180,22112
10181,21905
10182,21857
10183,21652
10184,21543
10185,21280
10186,20905
10187,21515
10188,21843
10189,23234
10190,24534
10191,26067
10192,27203
10193,28060
10194,28202
10195,28037
10196,27716
10197,27512
10198,27316
10199,27200
10200,26803
10201,26459
10202,26178
10203,25970
10204,25693
10205,25674
10206,25695
10207,26178
10208,26940
10209,27893
10210,28623
10211,28962
10212,29039
10213,28836
10214,28641
10215,28531
10216,28464
10217,29033
10218,29053
10219,28540
10220,27085
10221,25681
10222,24433
10223,23440
10224,22537
10225,22378
10226,22059
10227,21685
10228,21301
10229,21280
10230,21236
10231,21179
10232,20986
10233,20962
10234,20769
10235,21233
10236,21471
10237,21799
10238,22147
10239,23452
10240,24524
10241,25519
10242,26095
10243,26746
10244,26486
10245,26591
10246,26642
10247,26710
10248,26455
10249,25895
10250,25283
10251,25025
10252,24807
10253,24803
10254,24895
10255,25500
10256,26374
10257,27348
10258,28060
10259,28325
10260,28645
10261,28938
10262,28977
10263,28892
10264,28892
10265,29533
10266,29220
10267,28112
10268,26430
10269,24435
10270,23007
10271,21894
10272,21229
10273,21256
10274,21045
10275,20885
10276,20800
10277,20606
10278,20593
10279,20666
10280,20787
10281,21076
10282,21265
10283,22519
10284,24743
10285,27313
10286,29275
10287,31071
10288,32194
10289,32750
10290,32841
10291,32744
10292,32677
10293,32629
10294,32620
10295,32688
10296,32401
10297,32028
10298,31669
10299,31548
10300,31534
10301,31468
10302,31627
10303,32171
10304,32763
10305,33420
10306,33660
10307,33614
10308,33398
10309,32920
10310,32454
10311,32063
10312,31747
10313,32239
10314,31821
10315,30332
10316,28388
10317,26124
10318,24476
10319,23409
10320,22665
10321,22426
10322,22268
10323,22106
10324,21707
10325,21492
10326,21427
10327,21344
10328,21349
10329,21623
10330,21885
10331,22854
10332,24544
10333,26940
10334,28637
10335,30148
10336,30828
10337,31278
10338,31041
10339,30846
10340,30869
10341,31297
10342,31475
10343,31670
10344,31573
10345,31408
10346,31191
10347,31127
10348,31051
10349,31131
10350,31228
10351,31671
10352,32584
10353,33323
10354,33452
10355,33291
10356,33253
10357,32713
10358,32245
10359,32275
10360,32232
10361,32628
10362,31951
10363,30526
10364,28424
10365,26237
10366,24852
10367,24091
10368,23677
10369,23335
10370,22931
10371,22779
10372,22472
10373,22326
10374,22063
10375,22043
10376,22450
10377,22919
10378,22926
10379,24229
10380,26316
10381,28673
10382,30275
10383,31681
10384,32816
10385,33473
10386,33629
10387,33605
10388,33808
10389,33667
10390,33707
10391,33731
10392,33511
10393,33210
10394,33252
10395,33415
10396,33398
10397,33685
10398,34042
10399,34457
10400,35063
10401,35689
10402,35903
10403,36040
10404,35778
10405,34846
10406,34333
10407,33754
10408,33221
10409,33484
10410,32395
10411,30810
10412,28781
10413,26569
10414,25485
10415,24962
10416,24214
10417,23850
10418,23562
10419,23213
10420,22834
10421,22595
10422,22528
10423,22684
10424,22797
10425,23087
10426,23140
10427,24301
10428,26151
10429,28714
10430,30715
10431,32545
10432,33510
10433,34187
10434,34321
10435,34464
10436,34569
10437,34660
10438,34376
10439,34254
10440,33726
10441,33232
10442,32755
10443,32306
10444,31920
10445,31830
10446,31949
10447,32273
10448,33002
10449,33725
10450,33961
10451,34139
10452,34158
10453,33971
10454,33759
10455,33309
10456,33328
10457,34068
10458,33589
10459,31902
10460,29881
10461,27551
10462,25641
10463,24890
10464,24469
10465,24073
10466,23827
10467,23489
10468,23266
10469,23095
10470,23003
10471,22985
10472,23077
10473,23532
10474,23503
10475,24681
10476,26550
10477,29000
10478,30895
10479,32569
10480,33432
10481,33875
10482,33787
10483,33603
10484,33523
10485,33681
10486,33668
10487,33577
10488,33168
10489,32826
10490,32563
10491,32484
10492,32386
10493,32433
10494,32589
10495,32804
10496,33438
10497,33850
10498,34006
10499,33915
10500,33811
10501,33206
10502,32864
10503,32569
10504,32513
10505,32948
10506,32223
10507,30957
10508,29327
10509,27481
10510,25781
10511,24959
10512,24455
10513,23831
10514,23683
10515,23259
10516,22827
10517,22600
10518,22407
10519,22273
10520,22322
10521,22278
10522,22250
10523,22620
10524,22774
10525,24113
10526,25332
10527,26768
10528,27549
10529,28240
10530,28163
10531,28002
10532,27665
10533,27418
10534,27197
10535,27208
10536,26934
10537,26463
10538,25878
10539,25415
10540,25165
10541,25137
10542,25200
10543,25744
10544,26559
10545,27487
10546,28141
10547,28590
10548,28823
10549,28818
10550,28632
10551,28439
10552,28575
10553,29550
10554,29072
10555,28134
10556,26641
10557,25247
10558,23953
10559,22883
10560,22229
10561,22190
10562,21950
10563,21532
10564,21113
10565,20830
10566,20762
10567,20625
10568,20482
10569,20517
10570,20224
10571,20492
10572,20811
10573,21552
10574,22079
10575,23012
10576,23904
10577,24999
10578,25756
10579,26251
10580,26417
10581,26788
10582,26976
10583,27305
10584,27456
10585,27216
10586,26819
10587,26553
10588,26464
10589,26646
10590,26928
10591,27434
10592,28159
10593,29011
10594,29457
10595,29733
10596,29813
10597,29948
10598,29767
10599,29892
10600,30072
10601,30988
10602,30341
10603,29163
10604,27565
10605,25825
10606,24258
10607,23227
10608,22830
10609,22614
10610,22413
10611,22412
10612,22072
10613,22140
10614,22201
10615,22246
10616,22429
10617,22927
10618,23101
10619,24401
10620,26475
10621,29183
10622,31045
10623,32882
10624,34190
10625,34907
10626,35182
10627,35108
10628,35055
10629,35169
10630,35272
10631,35369
10632,35334
10633,34829
10634,34017
10635,33648
10636,33239
10637,33013
10638,33120
10639,33556
10640,33988
10641,34445
10642,34546
10643,34550
10644,34363
10645,34128
10646,33635
10647,33140
10648,33379
10649,33945
10650,33181
10651,31563
10652,29439
10653,27216
10654,25678
10655,24911
10656,24646
10657,24361
10658,24091
10659,23707
10660,23303
10661,23117
10662,23149
10663,23164
10664,23345
10665,23862
10666,24141
10667,25187
10668,27117
10669,29710
10670,31718
10671,33628
10672,34591
10673,35159
10674,35126
10675,34928
10676,34992
10677,35082
10678,35229
10679,35331
10680,35099
10681,34715
10682,34557
10683,34617
10684,34535
10685,34660
10686,34952
10687,35368
10688,35894
10689,36327
10690,36410
10691,36403
10692,36232
10693,35872
10694,35315
10695,35040
10696,34931
10697,35429
10698,34427
10699,32692
10700,30469
10701,28054
10702,26350
10703,25544
10704,25099
10705,24945
10706,24654
10707,24343
10708,24017
10709,23905
10710,23820
10711,23625
10712,23870
10713,24223
10714,24446
10715,25779
10716,27534
10717,30139
10718,32147
10719,33847
10720,34538
10721,35137
10722,34911
10723,34583
10724,34380
10725,34231
10726,34344
10727,34527
10728,34441
10729,34291
10730,34207
10731,34108
10732,33787
10733,33810
10734,33869
10735,34221
10736,34899
10737,35315
10738,35450
10739,35373
10740,35226
10741,34907
10742,34544
10743,34375
10744,34235
10745,34942
10746,33996
10747,32448
10748,30427
10749,28035
10750,26202
10751,25333
10752,24666
10753,24216
10754,24164
10755,23897
10756,23536
10757,23409
10758,23452
10759,23498
10760,23511
10761,24042
10762,24225
10763,25416
10764,27272
10765,29923
10766,31915
10767,33878
10768,35004
10769,35808
10770,36048
10771,36320
10772,36577
10773,36965
10774,37338
10775,37539
10776,37347
10777,37230
10778,36950
10779,36549
10780,36131
10781,35899
10782,35856
10783,36271
10784,36798
10785,37034
10786,37141
10787,37130
10788,36882
10789,36467
10790,36078
10791,35806
10792,35633
10793,35107
10794,33800
10795,31847
10796,30121
10797,28065
10798,26575
10799,25457
10800,25285
10801,25117
10802,24741
10803,24305
10804,24121
10805,23916
10806,23792
10807,23865
10808,23944
10809,24393
10810,24692
10811,25858
10812,28018
10813,30741
10814,32846
10815,34871
10816,36223
10817,36972
10818,37232
10819,37504
10820,37399
10821,37323
10822,37410
10823,37535
10824,37133
10825,36797
10826,36241
10827,35848
10828,35640
10829,35407
10830,35317
10831,35504
10832,36009
10833,36436
10834,36267
10835,36007
10836,35497
10837,34985
10838,34463
10839,33995
10840,33857
10841,33589
10842,32370
10843,30800
10844,29231
10845,27440
10846,26277
10847,25917
10848,25006
10849,24299
10850,23766
10851,23277
10852,22730
10853,22444
10854,22318
10855,22233
10856,22154
10857,22221
10858,22320
10859,22999
10860,23477
10861,24016
10862,25222
10863,26745
10864,27515
10865,28276
10866,28339
10867,28448
10868,28172
10869,28271
10870,28150
10871,28205
10872,27804
10873,27369
10874,27091
10875,26786
10876,26411
10877,26403
10878,26449
10879,26890
10880,27696
10881,28671
10882,29472
10883,29656
10884,29773
10885,29724
10886,29644
10887,29556
10888,30076
10889,30691
10890,30084
10891,29061
10892,27816
10893,26304
10894,24903
10895,23878
10896,22955
10897,22994
10898,22882
10899,22660
10900,22335
10901,22009
10902,21990
10903,21897
10904,21794
10905,21833
10906,21585
10907,21857
10908,22384
10909,22555
10910,22902
10911,24030
10912,25024
10913,26137
10914,26729
10915,27276
10916,27476
10917,27705
10918,27911
10919,28525
10920,28688
10921,28558
10922,28315
10923,28140
10924,28017
10925,28149
10926,28501
10927,28915
10928,29513
10929,30145
10930,30538
10931,30826
10932,30914
10933,30921
10934,30700
10935,30715
10936,31064
10937,31555
10938,30952
10939,29651
10940,27989
10941,26166
10942,24549
10943,23632
10944,23070
10945,22968
10946,22962
10947,22675
10948,22428
10949,22491
10950,22512
10951,22577
10952,22666
10953,23320
10954,23710
10955,24682
10956,26699
10957,29376
10958,31234
10959,32891
10960,33583
10961,33878
10962,33582
10963,33283
10964,33033
10965,33099
10966,33497
10967,34065
10968,34109
10969,34244
10970,33956
10971,34053
10972,33854
10973,33915
10974,34155
10975,34634
10976,35367
10977,35785
10978,35947
10979,35875
10980,35684
10981,35198
10982,34882
10983,34782
10984,35225
10985,35241
10986,33867
10987,32090
10988,30046
10989,27645
10990,25881
10991,24955
10992,24205
10993,24111
10994,23994
10995,23613
10996,23292
10997,23175
10998,23154
10999,23267
11000,23366
11001,24057
11002,24120
11003,25188
11004,27322
11005,30000
11006,31952
11007,33699
11008,34456
11009,35126
11010,35034
11011,35071
11012,35137
11013,35250
11014,35259
11015,35441
11016,35358
11017,35227
11018,34937
11019,34789
11020,34726
11021,34642
11022,34937
11023,35192
11024,35953
11025,36257
11026,36250
11027,36143
11028,36133
11029,35905
11030,35551
11031,35291
11032,35444
11033,35178
11034,33717
11035,31847
11036,29825
11037,27668
11038,25971
11039,25285
11040,24887
11041,24385
11042,24211
11043,24014
11044,23715
11045,23667
11046,23681
11047,23637
11048,23824
11049,24207
11050,24512
11051,25571
11052,27517
11053,30134
11054,31984
11055,33539
11056,33832
11057,34364
11058,34464
11059,34527
11060,34651
11061,34800
11062,34961
11063,35127
11064,35017
11065,34949
11066,34945
11067,35015
11068,35177
11069,35224
11070,35626
11071,36056
11072,36798
11073,37299
11074,37498
11075,37292
11076,36971
11077,36342
11078,35926
11079,35976
11080,35758
11081,35225
11082,33526
11083,31814
11084,29922
11085,27802
11086,26178
11087,25560
11088,24991
11089,24755
11090,24461
11091,24180
11092,23960
11093,23900
11094,23917
11095,23901
11096,23803
11097,24306
11098,24900
11099,26053
11100,28223
11101,31047
11102,33106
11103,34875
11104,35838
11105,36342
11106,36313
11107,36209
11108,36164
11109,36037
11110,36001
11111,36136
11112,36011
11113,35697
11114,35483
11115,35233
11116,34942
11117,35130
11118,35177
11119,35615
11120,36431
11121,36773
11122,36777
11123,36573
11124,36412
11125,35803
11126,35463
11127,35308
11128,35704
11129,34961
11130,33372
11131,31442
11132,29199
11133,26978
11134,25416
11135,24507
11136,23631
11137,23568
11138,23356
11139,22956
11140,22701
11141,22582
11142,22537
11143,22581
11144,22913
11145,23436
11146,23778
11147,24815
11148,26969
11149,29609
11150,31693
11151,33427
11152,34361
11153,35200
11154,35219
11155,34967
11156,34981
11157,35063
11158,35002
11159,34990
11160,34598
11161,34373
11162,34017
11163,33779
11164,33483
11165,33265
11166,33327
11167,33701
11168,34358
11169,34613
11170,34879
11171,34776
11172,34614
11173,34180
11174,33846
11175,33807
11176,34195
11177,33851
11178,32420
11179,30923
11180,29246
11181,27335
11182,26158
11183,25415
11184,24606
11185,24298
11186,24054
11187,23757
11188,23321
11189,23101
11190,22917
11191,22802
11192,22727
11193,22911
11194,22893
11195,22914
11196,23447
11197,25125
11198,26540
11199,28179
11200,29161
11201,29923
11202,30206
11203,30424
11204,30375
11205,30305
11206,29881
11207,29830
11208,29483
11209,28894
11210,28467
11211,28090
11212,28133
11213,28237
11214,28678
11215,29395
11216,30375
11217,31192
11218,31706
11219,31838
11220,32111
11221,31942
11222,31618
11223,31929
11224,32298
11225,31655
11226,30479
11227,29247
11228,27866
11229,26270
11230,24886
11231,23658
11232,22844
11233,22499
11234,22102
11235,21495
11236,21213
11237,21315
11238,21235
11239,21052
11240,20908
11241,21000
11242,20754
11243,20948
11244,21119
11245,21066
11246,22149
11247,23632
11248,24841
11249,26219
11250,27219
11251,27810
11252,28003
11253,28055
11254,28291
11255,28518
11256,28646
11257,28577
11258,28187
11259,27910
11260,27619
11261,27621
11262,27850
11263,28292
11264,28820
11265,29406
11266,29893
11267,30317
11268,30396
11269,30438
11270,30421
11271,30877
11272,31578
11273,31404
11274,30191
11275,28839
11276,27197
11277,25479
11278,24310
11279,23735
11280,22947
11281,22986
11282,22833
11283,22705
11284,22370
11285,22491
11286,22425
11287,22461
11288,22875
11289,23163
11290,23883
11291,25123
11292,27419
11293,30035
11294,32110
11295,33874
11296,34989
11297,35962
11298,36354
11299,36591
11300,36606
11301,36985
11302,37178
11303,37311
11304,37061
11305,36829
11306,36405
11307,36220
11308,36001
11309,36002
11310,36162
11311,36460
11312,37089
11313,37457
11314,37518
11315,37333
11316,37007
11317,36738
11318,36332
11319,36137
11320,36231
11321,35489
11322,33760
11323,31586
11324,29370
11325,27066
11326,25330
11327,24744
11328,24411
11329,23795
11330,23515
11331,23008
11332,22701
11333,22617
11334,22675
11335,22879
11336,23071
11337,23608
11338,23956
11339,24948
11340,26852
11341,29468
11342,31325
11343,32862
11344,33541
11345,34133
11346,34116
11347,34341
11348,34400
11349,34492
11350,34718
11351,35200
11352,35060
11353,35127
11354,35262
11355,35242
11356,35382
11357,35548
11358,35592
11359,35906
11360,36769
11361,37379
11362,37547
11363,37086
11364,36705
11365,36189
11366,35548
11367,35994
11368,36217
11369,35068
11370,33384
11371,31466
11372,29301
11373,27107
11374,25809
11375,24788
11376,23931
11377,23805
11378,23778
11379,23438
11380,23046
11381,22800
11382,22731
11383,22724
11384,22914
11385,23453
11386,23916
11387,25195
11388,27172
11389,30092
11390,32124
11391,33754
11392,34566
11393,35105
11394,35340
11395,35376
11396,35301
11397,35152
11398,35264
11399,35293
11400,34950
11401,34519
11402,33833
11403,33163
11404,32867
11405,32886
11406,33034
11407,33362
11408,34036
11409,34468
11410,34712
11411,34843
11412,34875
11413,34647
11414,34579
11415,35151
11416,35723
11417,35032
11418,33225
11419,31222
11420,29221
11421,27105
11422,25260
11423,24175
11424,23611
11425,23584
11426,23373
11427,23049
11428,22738
11429,22560
11430,22605
11431,22717
11432,22782
11433,23322
11434,23762
11435,24923
11436,27030
11437,29666
11438,31676
11439,33115
11440,33428
11441,33936
11442,33862
11443,34017
11444,33591
11445,33716
11446,33758
11447,33567
11448,33039
11449,32826
11450,32516
11451,32300
11452,31886
11453,31947
11454,32266
11455,32770
11456,33708
11457,34146
11458,34454
11459,34770
11460,34810
11461,34782
11462,34603
11463,35259
11464,36131
11465,35274
11466,33439
11467,31431
11468,29255
11469,27438
11470,25751
11471,25203
11472,24313
11473,23967
11474,23929
11475,23544
11476,23215
11477,23029
11478,22976
11479,22979
11480,23072
11481,23520
11482,24199
11483,25061
11484,27054
11485,29582
11486,31246
11487,32706
11488,33200
11489,33297
11490,32838
11491,32363
11492,32104
11493,31906
11494,31821
11495,31861
11496,31466
11497,31101
11498,30795
11499,30507
11500,30223
11501,30155
11502,30367
11503,30905
11504,31700
11505,32456
11506,32792
11507,33044
11508,32995
11509,32871
11510,32928
11511,33454
11512,33984
11513,33177
11514,31415
11515,29885
11516,28195
11517,26409
11518,24806
11519,23902
11520,23224
11521,23260
11522,23066
11523,22656
11524,22275
11525,21941
11526,21858
11527,21881
11528,21782
11529,22061
11530,22248
11531,22057
11532,22562
11533,24014
11534,25370
11535,26896
11536,27855
11537,28748
11538,28806
11539,28591
11540,28292
11541,28097
11542,27928
11543,27732
11544,27577
11545,27384
11546,27114
11547,27102
11548,27102
11549,27297
11550,27477
11551,28178
11552,29030
11553,30107
11554,30911
11555,31159
11556,31194
11557,31328
11558,31363
11559,31685
11560,31800
11561,31221
11562,30332
11563,29085
11564,27664
11565,25956
11566,24622
11567,23311
11568,22542
11569,22657
11570,22664
11571,22042
11572,21729
11573,21479
11574,21382
11575,21196
11576,21160
11577,21392
11578,21570
11579,21829
11580,22219
11581,22366
11582,22958
11583,24424
11584,25722
11585,27091
11586,27962
11587,28691
11588,29257
11589,29700
11590,30063
11591,30342
11592,30357
11593,30105
11594,29829
11595,29557
11596,29410
11597,29364
11598,29499
11599,29857
11600,30437
11601,31017
11602,31195
11603,31237
11604,31092
11605,31013
11606,31105
11607,31530
11608,31256
11609,30760
11610,29620
11611,28519
11612,27025
11613,25494
11614,24108
11615,22977
11616,22337
11617,22512
11618,22488
11619,22051
11620,21910
11621,21701
11622,21662
11623,21600
11624,21638
11625,21827
11626,22376
11627,23013
11628,23508
11629,24302
11630,25760
11631,27510
11632,28931
11633,30421
11634,31378
11635,32238
11636,32594
11637,32907
11638,33078
11639,33176
11640,32846
11641,32419
11642,31852
11643,31586
11644,31367
11645,31310
11646,31516
11647,32190
11648,33193
11649,34084
11650,34474
11651,34574
11652,34363
11653,33886
11654,33690
11655,34215
11656,34101
11657,33292
11658,31546
11659,30106
11660,28248
11661,25946
11662,24242
11663,23356
11664,23187
11665,23143
11666,23047
11667,22751
11668,22431
11669,22270
11670,22161
11671,22235
11672,22354
11673,22727
11674,23598
11675,25178
11676,27577
11677,30507
11678,32583
11679,34005
11680,34632
11681,35309
11682,35219
11683,35027
11684,34908
11685,34919
11686,34856
11687,34958
11688,34813
11689,34504
11690,34246
11691,34114
11692,34032
11693,34163
11694,34512
11695,35036
11696,35970
11697,36702
11698,37083
11699,37199
11700,37447
11701,37287
11702,37007
11703,37736
11704,37558
11705,36408
11706,34232
11707,32339
11708,30057
11709,28079
11710,26621
11711,25342
11712,24604
11713,24100
11714,24076
11715,23905
11716,23529
11717,23430
11718,23447
11719,23431
11720,23550
11721,24032
11722,25005
11723,26538
11724,28189
11725,31167
11726,32972
11727,34452
11728,34977
11729,35165
11730,34974
11731,34875
11732,34671
11733,34750
11734,34908
11735,35357
11736,35153
11737,34858
11738,34622
11739,34526
11740,34278
11741,34377
11742,34802
11743,35536
11744,36354
11745,37059
11746,37282
11747,37310
11748,37204
11749,36962
11750,37152
11751,37756
11752,37166
11753,36014
11754,34123
11755,31911
11756,29567
11757,27305
11758,25613
11759,24884
11760,24435
11761,23971
11762,23749
11763,23360
11764,23219
11765,23256
11766,23162
11767,23169
11768,23244
11769,23868
11770,24806
11771,26172
11772,28730
11773,31928
11774,33867
11775,34935
11776,35167
11777,35398
11778,35133
11779,34964
11780,34768
11781,34805
11782,34987
11783,35215
11784,35237
11785,35233
11786,34978
11787,35073
11788,35057
11789,35178
11790,35564
11791,36423
11792,37404
11793,37825
11794,37940
11795,38073
11796,37848
11797,37688
11798,37469
11799,37699
11800,37394
11801,36107
11802,34143
11803,31974
11804,29505
11805,27288
11806,25525
11807,24756
11808,24018
11809,24145
11810,24037
11811,23828
11812,23470
11813,23256
11814,23173
11815,23218
11816,23300
11817,23793
11818,24789
11819,26345
11820,28414
11821,31788
11822,33945
11823,35173
11824,35438
11825,35765
11826,35928
11827,35792
11828,35386
11829,35435
11830,35440
11831,35373
11832,35254
11833,35230
11834,34629
11835,34221
11836,33894
11837,33661
11838,33813
11839,34398
11840,35182
11841,35736
11842,35796
11843,35774
11844,35711
11845,35425
11846,35448
11847,36011
11848,35455
11849,34341
11850,32713
11851,30934
11852,28960
11853,26997
11854,25388
11855,24656
11856,24184
11857,23549
11858,23367
11859,23142
11860,22685
11861,22365
11862,22190
11863,21999
11864,21959
11865,22193
11866,22592
11867,22691
11868,23149
11869,24776
11870,26440
11871,28289
11872,29455
11873,30433
11874,30693
11875,30830
11876,30756
11877,30699
11878,30628
11879,30504
11880,30109
11881,29597
11882,29041
11883,28616
11884,28112
11885,27913
11886,27998
11887,28444
11888,29469
11889,30467
11890,31106
11891,31515
11892,31709
11893,31985
11894,32297
11895,33325
11896,33089
11897,32162
11898,31034
11899,29660
11900,28308
11901,26432
11902,25004
11903,23948
11904,23369
11905,23381
11906,23173
11907,22715
11908,22565
11909,22223
11910,22024
11911,21916
11912,21873
11913,22078
11914,22263
11915,22426
11916,22540
11917,22757
11918,23579
11919,25018
11920,25897
11921,26944
11922,27480
11923,27826
11924,27865
11925,27668
11926,27649
11927,27774
11928,27540
11929,27037
11930,26295
11931,25863
11932,25673
11933,25904
11934,26413
11935,27445
11936,28644
11937,29745
11938,30666
11939,31223
11940,31720
11941,32385
11942,33061
11943,34297
11944,33889
11945,32946
11946,31168
11947,29551
11948,27793
11949,25875
11950,25036
11951,23792
11952,23177
11953,23137
11954,23274
11955,23063
11956,22832
11957,22736
11958,22788
11959,22843
11960,23007
11961,23781
11962,24871
11963,27001
11964,29332
11965,32793
11966,34645
11967,35630
11968,35499
11969,35839
11970,35707
11971,35393
11972,35489
11973,35525
11974,35527
11975,35602
11976,35158
11977,34922
11978,34655
11979,34464
11980,34189
11981,34094
11982,34614
11983,35652
11984,36767
11985,37537
11986,37841
11987,37815
11988,37703
11989,37512
11990,37999
11991,39082
11992,38510
11993,37094
11994,35213
11995,32986
11996,30298
11997,28695
11998,27363
11999,26110
12000,25333
12001,25045
12002,24907
12003,24480
12004,24230
12005,24039
12006,23954
12007,23930
12008,24097
12009,24785
12010,25870
12011,27917
12012,30297
12013,33666
12014,35639
12015,36454
12016,36294
12017,36733
12018,36582
12019,36591
12020,36863
12021,36998
12022,36736
12023,36552
12024,36334
12025,36053
12026,35608
12027,35379
12028,35054
12029,34970
12030,35492
12031,36341
12032,37239
12033,37822
12034,37965
12035,38045
12036,38209
12037,38383
12038,38932
12039,39034
12040,38253
12041,36780
12042,34988
12043,32595
12044,30082
12045,27937
12046,27022
12047,25863
12048,25173
12049,24758
12050,24520
12051,24275
12052,23989
12053,23858
12054,23765
12055,23854
12056,23999
12057,24759
12058,25732
12059,27752
12060,30337
12061,33971
12062,35998
12063,36802
12064,36609
12065,36928
12066,36818
12067,36476
12068,36290
12069,36039
12070,35868
12071,35560
12072,35579
12073,35436
12074,35030
12075,34669
12076,34293
12077,34153
12078,34599
12079,35400
12080,36228
12081,36816
12082,36904
12083,36959
12084,37091
12085,37149
12086,38077
12087,38907
12088,37514
12089,36287
12090,34238
12091,32102
12092,29839
12093,27651
12094,26566
12095,25630
12096,24728
12097,24380
12098,24371
12099,23991
12100,23669
12101,23547
12102,23495
12103,23571
12104,23616
12105,24427
12106,25640
12107,27654
12108,29839
12109,33247
12110,34571
12111,35321
12112,35048
12113,35164
12114,34815
12115,34134
12116,33543
12117,33178
12118,32876
12119,32716
12120,32350
12121,31946
12122,31661
12123,31419
12124,31308
12125,31295
12126,32046
12127,33079
12128,34309
12129,35051
12130,35424
12131,35489
12132,35812
12133,35980
12134,36927
12135,37698
12136,36898
12137,35491
12138,33559
12139,31381
12140,29159
12141,27118
12142,25877
12143,25018
12144,24235
12145,23860
12146,23803
12147,23558
12148,23173
12149,23098
12150,23012
12151,22977
12152,23140
12153,23793
12154,24837
12155,26856
12156,28907
12157,32487
12158,34126
12159,34430
12160,34082
12161,34426
12162,34251
12163,33715
12164,33354
12165,33136
12166,33021
12167,32790
12168,32327
12169,31875
12170,31599
12171,31342
12172,31286
12173,31168
12174,31869
12175,32664
12176,33871
12177,34398
12178,34488
12179,34581
12180,34764
12181,34944
12182,35718
12183,35652
12184,34321
12185,33038
12186,31439
12187,29967
12188,27975
12189,26102
12190,24855
12191,24109
12192,23395
12193,23121
12194,22847
12195,22522
12196,22116
12197,21606
12198,21582
12199,21413
12200,21408
12201,21677
12202,22135
12203,23234
12204,23425
12205,24781
12206,26225
12207,28129
12208,29434
12209,30363
12210,30605
12211,30623
12212,30293
12213,30055
12214,29637
12215,29242
12216,28885
12217,28202
12218,27414
12219,26753
12220,26367
12221,26332
12222,26568
12223,27333
12224,28433
12225,29816
12226,30553
12227,31259
12228,31677
12229,32029
12230,33191
12231,33583
12232,32497
12233,31538
12234,30335
12235,29053
12236,27780
12237,26199
12238,24771
12239,23950
12240,23124
12241,23144
12242,22908
12243,22689
12244,22216
12245,21969
12246,21878
12247,21711
12248,21778
12249,21874
12250,22058
12251,22768
12252,22794
12253,22867
12254,23787
12255,25413
12256,26664
12257,27746
12258,28315
12259,28819
12260,28951
12261,29300
12262,29514
12263,29824
12264,29886
12265,29642
12266,29229
12267,28898
12268,28942
12269,29050
12270,29558
12271,30235
12272,31214
12273,32090
12274,32633
12275,33079
12276,33320
12277,33656
12278,34584
12279,34945
12280,33942
12281,32633
12282,31062
12283,29705
12284,27662
12285,25786
12286,24266
12287,23710
12288,23319
12289,23466
12290,23454
12291,23232
12292,22985
12293,22724
12294,22626
12295,22453
12296,22683
12297,23386
12298,24318
12299,26590
12300,29488
12301,33048
12302,35114
12303,36478
12304,36657
12305,37367
12306,37479
12307,37473
12308,37371
12309,37337
12310,37334
12311,37294
12312,36942
12313,36739
12314,36416
12315,36241
12316,36026
12317,35766
12318,36084
12319,36972
12320,38057
12321,38631
12322,38730
12323,38600
12324,38529
12325,38628
12326,39328
12327,38753
12328,37343
12329,35969
12330,33890
12331,31790
12332,29292
12333,27289
12334,26108
12335,25012
12336,24584
12337,24426
12338,24397
12339,24104
12340,23795
12341,23628
12342,23571
12343,23554
12344,23764
12345,24517
12346,25534
12347,27641
12348,30347
12349,33793
12350,35963
12351,36888
12352,37034
12353,37598
12354,37785
12355,37829
12356,37756
12357,37331
12358,37062
12359,36915
12360,36511
12361,36180
12362,35590
12363,35419
12364,35376
12365,35471
12366,36240
12367,37548
12368,38578
12369,39053
12370,39158
12371,39048
12372,39043
12373,39166
12374,40156
12375,40150
12376,38886
12377,37462
12378,35495
12379,33368
12380,30862
12381,28814
12382,27263
12383,26370
12384,25936
12385,25730
12386,25718
12387,25366
12388,25124
12389,24896
12390,24738
12391,24767
12392,24843
12393,25556
12394,26464
12395,28441
12396,30895
12397,34419
12398,36360
12399,37109
12400,37016
12401,37206
12402,37007
12403,36875
12404,36889
12405,36931
12406,37006
12407,37324
12408,37233
12409,37074
12410,36792
